trial,condition,receiver,window_index,window_start_s,frame_count,valid_temporal_pairs,temporal_pair_retention,sequence_gap_count,largest_sequence_gap,usable,spectral_velocity_mean,spectral_velocity_p95,temporal_spread,baseline_distance,rssi_mean,rssi_std,rssi_shift
walk_01,walk_cross_link,RX02,26,26.0,50,49,1.0,0,1,True,0.08040022352233622,0.3750940764547967,0.15622438303579556,0.007686123623639652,-53.86,0.6003332407921453,0.14000000000000057
walk_01,walk_cross_link,RX02,27,27.0,49,47,0.9791666666666666,1,2,True,0.11780755916344082,0.40852758824043023,0.19610720595127856,0.009377057652526201,-53.816326530612244,0.48121739275720804,0.18367346938775597
walk_01,walk_cross_link,RX02,28,28.0,50,49,1.0,0,1,True,0.10027636538026641,0.3868031003961902,0.17845858838234058,0.02387996707781203,-53.6,0.7211102550927979,0.3999999999999986
walk_01,walk_cross_link,RX02,29,29.0,50,49,1.0,0,1,True,0.09076680457800325,0.38295387512476997,0.17496481144569032,0.0077886550575401855,-53.72,0.6013318551349164,0.28000000000000114
walk_01,walk_cross_link,RX02,30,30.0,50,49,1.0,0,1,True,0.14287586201585228,0.4088137042013458,0.24272849335205215,0.0080534200009271,-54.06,1.0081666528902848,0.060000000000002274
walk_01,walk_cross_link,RX02,31,31.0,50,49,1.0,0,1,True,0.14610746295425414,0.37472928524231297,0.23277078017674677,0.008516308542482377,-53.98,0.4686149805543993,0.020000000000003126
walk_01,walk_cross_link,RX02,32,32.0,50,49,1.0,0,1,True,0.12927220258173483,0.3859310517196208,0.2105324903812324,0.011916226774431058,-53.82,0.6539113089708726,0.17999999999999972
walk_01,walk_cross_link,RX02,33,33.0,49,48,1.0,0,1,True,0.15622823320116228,0.40200584176137,0.2356932523518426,0.019033574462914083,-53.775510204081634,0.7630579222791803,0.22448979591836604
walk_01,walk_cross_link,RX02,34,34.0,50,49,1.0,0,1,True,0.1399088559971496,0.40488522955810763,0.21944601955540846,0.015463283889041063,-53.16,0.7838367176906169,0.8400000000000034
walk_01,walk_cross_link,RX02,35,35.0,50,48,0.9795918367346939,1,2,True,0.08643474215876727,0.36572475371683993,0.10316179458065897,0.026142000790854596,-56.48,1.4176036117335482,2.479999999999997
walk_01,walk_cross_link,RX02,36,36.0,48,46,0.9787234042553191,1,2,True,0.07542232060317645,0.3110628777039807,0.12676288203567593,0.026438293220913456,-58.0,0.816496580927726,4.0
walk_01,walk_cross_link,RX02,37,37.0,50,48,0.9795918367346939,1,2,True,0.09233735392460814,0.3751684655522975,0.15542555443596406,0.014006735658326852,-54.74,1.4806755215103677,0.740000000000002
