trial,condition,receiver,time_s,sequence_offset,rssi_dbm
empty_01,empty,RX01,36.085781,1802,-49
empty_01,empty,RX01,36.105272,1803,-50
empty_01,empty,RX01,36.125396,1804,-50
empty_01,empty,RX01,36.144407,1805,-50
empty_01,empty,RX01,36.164412,1806,-50
empty_01,empty,RX01,36.188184,1807,-50
empty_01,empty,RX01,36.207678,1808,-50
empty_01,empty,RX01,36.225742,1809,-50
empty_01,empty,RX01,36.244431,1810,-50
empty_01,empty,RX01,36.264408,1811,-50
empty_01,empty,RX01,36.284426,1812,-50
empty_01,empty,RX01,36.304391,1813,-50
empty_01,empty,RX01,36.327658,1814,-50
empty_01,empty,RX01,36.344407,1815,-49
empty_01,empty,RX01,36.364428,1816,-49
empty_01,empty,RX01,36.384422,1817,-50
empty_01,empty,RX01,36.40499,1818,-50
empty_01,empty,RX01,36.430016,1819,-50
empty_01,empty,RX01,36.444407,1820,-50
empty_01,empty,RX01,36.464402,1821,-49
empty_01,empty,RX01,36.48441,1822,-50
empty_01,empty,RX01,36.507915,1823,-50
empty_01,empty,RX01,36.526053,1824,-50
empty_01,empty,RX01,36.544861,1825,-50
empty_01,empty,RX01,36.565843,1826,-49
empty_01,empty,RX01,36.58874,1827,-50
empty_01,empty,RX01,36.608908,1828,-50
empty_01,empty,RX01,36.626458,1829,-50
empty_01,empty,RX01,36.647277,1830,-50
empty_01,empty,RX01,36.66827,1831,-50
empty_01,empty,RX01,36.686631,1832,-50
empty_01,empty,RX01,36.710361,1833,-50
empty_01,empty,RX01,36.729566,1834,-50
empty_01,empty,RX01,36.745359,1835,-50
empty_01,empty,RX01,36.766322,1836,-50
empty_01,empty,RX01,36.786177,1837,-49
empty_01,empty,RX01,36.804668,1838,-50
empty_01,empty,RX01,36.824385,1839,-50
empty_01,empty,RX01,36.848781,1840,-49
empty_01,empty,RX01,36.864398,1841,-49
empty_01,empty,RX01,36.884428,1842,-50
empty_01,empty,RX01,36.904987,1843,-49
empty_01,empty,RX01,36.9246,1844,-50
empty_01,empty,RX01,36.96438,1846,-49
empty_01,empty,RX01,36.984491,1847,-50
empty_01,empty,RX01,37.007404,1848,-49
empty_01,empty,RX01,37.026998,1849,-50
empty_01,empty,RX01,37.044763,1850,-49
empty_01,empty,RX01,37.064373,1851,-49
empty_01,empty,RX01,37.084595,1852,-50
empty_01,empty,RX01,37.109799,1853,-49
empty_01,empty,RX01,37.124647,1854,-49
empty_01,empty,RX01,37.146822,1855,-49
empty_01,empty,RX01,37.164401,1856,-50
empty_01,empty,RX01,37.184702,1857,-50
empty_01,empty,RX01,37.205086,1858,-49
empty_01,empty,RX01,37.224381,1859,-49
empty_01,empty,RX01,37.249239,1860,-49
empty_01,empty,RX01,37.264392,1861,-49
empty_01,empty,RX01,37.284403,1862,-49
empty_01,empty,RX01,37.306274,1863,-49
empty_01,empty,RX01,37.326282,1864,-49
empty_01,empty,RX01,37.345147,1865,-49
empty_01,empty,RX01,37.366537,1866,-50
empty_01,empty,RX01,37.405314,1868,-50
empty_01,empty,RX01,37.427715,1869,-50
empty_01,empty,RX01,37.45404,1870,-49
empty_01,empty,RX01,37.466457,1871,-49
empty_01,empty,RX01,37.485132,1872,-50
empty_01,empty,RX01,37.506049,1873,-50
empty_01,empty,RX01,37.531238,1874,-49
empty_01,empty,RX01,37.544367,1875,-49
empty_01,empty,RX01,37.568871,1876,-50
empty_01,empty,RX01,37.584347,1877,-49
empty_01,empty,RX01,37.605274,1878,-49
empty_01,empty,RX01,37.626249,1879,-50
empty_01,empty,RX01,37.645127,1880,-49
empty_01,empty,RX01,37.665066,1881,-50
empty_01,empty,RX01,37.685448,1882,-50
empty_01,empty,RX01,37.707658,1883,-50
empty_01,empty,RX01,37.724474,1884,-50
empty_01,empty,RX01,37.746305,1885,-50
empty_01,empty,RX01,37.764365,1886,-50
empty_01,empty,RX01,37.784345,1887,-49
empty_01,empty,RX01,37.804698,1888,-49
empty_01,empty,RX01,37.825284,1889,-49
empty_01,empty,RX01,37.846139,1890,-49
empty_01,empty,RX01,37.866916,1891,-49
empty_01,empty,RX01,37.884366,1892,-49
empty_01,empty,RX01,37.908695,1893,-50
empty_01,empty,RX01,37.930335,1894,-49
empty_01,empty,RX01,37.946273,1895,-50
empty_01,empty,RX01,37.966023,1896,-50
empty_01,empty,RX01,37.984336,1897,-50
empty_01,empty,RX01,38.004347,1898,-50
empty_01,empty,RX01,38.024875,1899,-50
empty_01,empty,RX01,38.044372,1900,-49
empty_01,empty,RX01,38.06845,1901,-50
empty_01,empty,RX01,38.08441,1902,-50
empty_01,empty,RX01,38.104464,1903,-50
empty_01,empty,RX01,38.124502,1904,-49
empty_01,empty,RX01,38.146273,1905,-49
empty_01,empty,RX01,38.164396,1906,-50
empty_01,empty,RX01,38.184756,1907,-49
empty_01,empty,RX01,38.204344,1908,-49
empty_01,empty,RX01,38.224336,1909,-49
empty_01,empty,RX01,38.248357,1910,-49
empty_01,empty,RX01,38.26449,1911,-49
empty_01,empty,RX01,38.285694,1912,-50
empty_01,empty,RX01,38.304374,1913,-49
empty_01,empty,RX01,38.326527,1914,-49
empty_01,empty,RX01,38.351777,1915,-49
empty_01,empty,RX01,38.364366,1916,-49
empty_01,empty,RX01,38.384346,1917,-49
empty_01,empty,RX01,38.404711,1918,-49
empty_01,empty,RX01,38.424457,1919,-49
empty_01,empty,RX01,38.444358,1920,-49
empty_01,empty,RX01,38.464456,1921,-49
empty_01,empty,RX01,38.484339,1922,-49
empty_01,empty,RX01,38.504706,1923,-49
empty_01,empty,RX01,38.524349,1924,-49
empty_01,empty,RX01,38.565169,1926,-49
empty_01,empty,RX01,38.585117,1927,-49
empty_01,empty,RX01,38.604339,1928,-49
empty_01,empty,RX01,38.629331,1929,-49
empty_01,empty,RX01,38.645804,1930,-49
empty_01,empty,RX01,38.665457,1931,-49
empty_01,empty,RX01,38.685145,1932,-49
empty_01,empty,RX01,38.704314,1933,-49
empty_01,empty,RX01,38.731669,1934,-49
empty_01,empty,RX01,38.748221,1935,-49
empty_01,empty,RX01,38.764352,1936,-49
empty_01,empty,RX01,38.785244,1937,-49
empty_01,empty,RX01,38.804349,1938,-49
empty_01,empty,RX01,38.824462,1939,-49
empty_01,empty,RX01,38.844335,1940,-49
empty_01,empty,RX01,38.870084,1941,-49
empty_01,empty,RX01,38.887658,1942,-49
empty_01,empty,RX01,38.904303,1943,-49
empty_01,empty,RX01,38.926044,1944,-49
empty_01,empty,RX01,38.944555,1945,-49
empty_01,empty,RX01,38.96557,1946,-49
empty_01,empty,RX01,38.984306,1947,-49
empty_01,empty,RX01,39.006092,1948,-49
empty_01,empty,RX01,39.025881,1949,-49
empty_01,empty,RX01,39.049177,1950,-49
empty_01,empty,RX01,39.066401,1951,-49
empty_01,empty,RX01,39.08514,1952,-49
empty_01,empty,RX01,39.104888,1953,-49
empty_01,empty,RX01,39.125856,1954,-49
empty_01,empty,RX01,39.146276,1955,-49
empty_01,empty,RX01,39.168449,1956,-49
empty_01,empty,RX01,39.184324,1957,-49
empty_01,empty,RX01,39.204331,1958,-49
empty_01,empty,RX01,39.224826,1959,-49
empty_01,empty,RX01,39.244303,1960,-49
empty_01,empty,RX01,39.265118,1961,-49
empty_01,empty,RX01,39.284332,1962,-50
empty_01,empty,RX01,39.305147,1963,-50
empty_01,empty,RX01,39.324303,1964,-50
empty_01,empty,RX01,39.346273,1965,-50
empty_01,empty,RX01,39.372527,1966,-49
empty_01,empty,RX01,39.386427,1967,-50
empty_01,empty,RX01,39.405125,1968,-50
empty_01,empty,RX01,39.42431,1969,-49
empty_01,empty,RX01,39.444308,1970,-49
empty_01,empty,RX01,39.465095,1971,-50
empty_01,empty,RX01,39.484501,1972,-50
empty_01,empty,RX01,39.504307,1973,-50
empty_01,empty,RX01,39.524295,1974,-50
empty_01,empty,RX01,39.546259,1975,-50
empty_01,empty,RX01,39.56744,1976,-50
empty_01,empty,RX01,39.586886,1977,-50
empty_01,empty,RX01,39.604439,1978,-49
empty_01,empty,RX01,39.624306,1979,-49
empty_01,empty,RX01,39.645473,1980,-50
empty_01,empty,RX01,39.669846,1981,-50
empty_01,empty,RX01,39.684418,1982,-50
empty_01,empty,RX01,39.707175,1983,-50
empty_01,empty,RX01,39.724309,1984,-50
empty_01,empty,RX01,39.74429,1985,-50
empty_01,empty,RX01,39.765053,1986,-50
empty_01,empty,RX01,39.784288,1987,-50
empty_01,empty,RX01,39.80966,1988,-50
empty_01,empty,RX01,39.824283,1989,-50
empty_01,empty,RX01,39.844482,1990,-50
empty_01,empty,RX01,39.866914,1991,-50
empty_01,empty,RX01,39.884543,1992,-50
empty_01,empty,RX01,39.904403,1993,-50
empty_01,empty,RX01,39.924313,1994,-50
empty_01,empty,RX01,39.94543,1995,-50
empty_01,empty,RX01,39.964307,1996,-50
empty_01,empty,RX01,39.986913,1997,-50
empty_01,empty,RX01,40.004476,1998,-50
empty_01,empty,RX01,40.026483,1999,-50
empty_01,empty,RX01,40.044278,2000,-49
empty_01,empty,RX01,40.066644,2001,-50
empty_01,empty,RX01,40.089311,2002,-50
empty_01,empty,RX01,40.104286,2003,-49
empty_01,empty,RX01,40.124646,2004,-50
empty_01,empty,RX01,40.145981,2005,-50
empty_01,empty,RX01,40.165271,2006,-50
empty_01,empty,RX01,40.193947,2007,-50
empty_01,empty,RX01,40.2043,2008,-50
empty_01,empty,RX01,40.226037,2009,-50
empty_01,empty,RX01,40.245452,2010,-50
empty_01,empty,RX01,40.264277,2011,-49
empty_01,empty,RX01,40.284323,2012,-50
empty_01,empty,RX01,40.304274,2013,-50
empty_01,empty,RX01,40.324881,2014,-50
empty_01,empty,RX01,40.344275,2015,-50
empty_01,empty,RX01,40.364273,2016,-49
empty_01,empty,RX01,40.385292,2017,-50
empty_01,empty,RX01,40.406138,2018,-50
empty_01,empty,RX01,40.424339,2019,-50
empty_01,empty,RX01,40.444279,2020,-50
empty_01,empty,RX01,40.489045,2022,-50
empty_01,empty,RX01,40.504274,2023,-50
empty_01,empty,RX01,40.526022,2024,-50
empty_01,empty,RX01,40.544278,2025,-50
empty_01,empty,RX01,40.56429,2026,-50
empty_01,empty,RX01,40.584268,2027,-50
empty_01,empty,RX01,40.605065,2028,-50
empty_01,empty,RX01,40.626147,2029,-50
empty_01,empty,RX01,40.644282,2030,-50
empty_01,empty,RX01,40.668612,2031,-50
empty_01,empty,RX01,40.684299,2032,-50
empty_01,empty,RX01,40.709478,2033,-50
empty_01,empty,RX01,40.724283,2034,-50
empty_01,empty,RX01,40.749269,2035,-50
empty_01,empty,RX01,40.764617,2036,-50
empty_01,empty,RX01,40.788715,2037,-50
empty_01,empty,RX01,40.806122,2038,-49
empty_01,empty,RX01,40.82427,2039,-50
empty_01,empty,RX01,40.845688,2040,-50
empty_01,empty,RX01,40.866616,2041,-50
empty_01,empty,RX01,40.884291,2042,-50
empty_01,empty,RX01,40.908534,2043,-49
empty_01,empty,RX01,40.926001,2044,-50
empty_01,empty,RX01,40.944272,2045,-50
empty_01,empty,RX01,40.984455,2047,-50
empty_01,empty,RX01,41.010937,2048,-50
empty_01,empty,RX01,41.024253,2049,-50
empty_01,empty,RX01,41.044269,2050,-50
empty_01,empty,RX01,41.065779,2051,-50
empty_01,empty,RX01,41.086935,2052,-50
empty_01,empty,RX01,41.10692,2053,-50
empty_01,empty,RX01,41.124252,2054,-50
empty_01,empty,RX01,41.14438,2055,-50
empty_01,empty,RX01,41.164269,2056,-50
empty_01,empty,RX01,41.184232,2057,-50
empty_01,empty,RX01,41.205877,2058,-50
empty_01,empty,RX01,41.225067,2059,-50
empty_01,empty,RX01,41.244245,2060,-50
empty_01,empty,RX01,41.264227,2061,-50
empty_01,empty,RX01,41.285125,2062,-50
empty_01,empty,RX01,41.308282,2063,-50
empty_01,empty,RX01,41.32427,2064,-50
empty_01,empty,RX01,41.345559,2065,-50
empty_01,empty,RX01,41.364259,2066,-50
empty_01,empty,RX01,41.38436,2067,-50
empty_01,empty,RX01,41.404239,2068,-50
empty_01,empty,RX01,41.424347,2069,-50
empty_01,empty,RX01,41.447959,2070,-50
empty_01,empty,RX01,41.464223,2071,-50
empty_01,empty,RX01,41.484255,2072,-50
empty_01,empty,RX01,41.504377,2073,-50
empty_01,empty,RX01,41.52435,2074,-50
empty_01,empty,RX01,41.550031,2075,-50
empty_01,empty,RX01,41.56423,2076,-50
empty_01,empty,RX01,41.584235,2077,-50
empty_01,empty,RX01,41.608929,2078,-50
empty_01,empty,RX01,41.627765,2079,-50
empty_01,empty,RX01,41.644461,2080,-50
empty_01,empty,RX01,41.665248,2081,-50
empty_01,empty,RX01,41.68424,2082,-50
empty_01,empty,RX01,41.705004,2083,-50
empty_01,empty,RX01,41.727898,2084,-50
empty_01,empty,RX01,41.744247,2085,-50
empty_01,empty,RX01,41.764242,2086,-50
empty_01,empty,RX01,41.784235,2087,-50
empty_01,empty,RX01,41.806023,2088,-50
empty_01,empty,RX01,41.830163,2089,-50
empty_01,empty,RX01,41.844239,2090,-50
empty_01,empty,RX01,41.864216,2091,-50
empty_01,empty,RX01,41.884226,2092,-49
empty_01,empty,RX01,41.906052,2093,-50
empty_01,empty,RX01,41.929512,2094,-50
empty_01,empty,RX01,41.946388,2095,-50
empty_01,empty,RX01,41.964394,2096,-50
empty_01,empty,RX01,41.98627,2097,-50
empty_01,empty,RX01,42.008474,2098,-50
empty_01,empty,RX01,42.025083,2099,-50
empty_01,empty,RX01,42.047126,2100,-50
empty_01,empty,RX01,42.064804,2101,-50
empty_01,empty,RX01,42.084306,2102,-50
empty_01,empty,RX01,42.104217,2103,-50
empty_01,empty,RX01,42.126092,2104,-50
empty_01,empty,RX01,42.145532,2105,-50
empty_01,empty,RX01,42.164467,2106,-48
empty_01,empty,RX01,42.184208,2107,-50
empty_01,empty,RX01,42.206889,2108,-50
empty_01,empty,RX01,42.244652,2110,-50
empty_01,empty,RX01,42.266855,2111,-50
empty_01,empty,RX01,42.2842,2112,-50
empty_01,empty,RX01,42.304706,2113,-50
empty_01,empty,RX01,42.324213,2114,-50
empty_01,empty,RX01,42.345149,2115,-50
empty_01,empty,RX01,42.369243,2116,-50
empty_01,empty,RX01,42.388009,2117,-50
empty_01,empty,RX01,42.406463,2118,-50
empty_01,empty,RX01,42.428038,2119,-50
empty_01,empty,RX01,42.446396,2120,-50
empty_01,empty,RX01,42.4642,2121,-50
empty_01,empty,RX01,42.484231,2122,-50
empty_01,empty,RX01,42.505094,2123,-50
empty_01,empty,RX01,42.525696,2124,-50
empty_01,empty,RX01,42.548778,2125,-50
empty_01,empty,RX01,42.564187,2126,-50
empty_01,empty,RX01,42.586506,2127,-50
empty_01,empty,RX01,42.604208,2128,-49
empty_01,empty,RX01,42.627315,2129,-50
empty_01,empty,RX01,42.651187,2130,-50
empty_01,empty,RX01,42.666301,2131,-50
empty_01,empty,RX01,42.688893,2132,-50
empty_01,empty,RX01,42.704719,2133,-50
empty_01,empty,RX01,42.725272,2134,-50
empty_01,empty,RX01,42.74436,2135,-50
empty_01,empty,RX01,42.764197,2136,-50
empty_01,empty,RX01,42.784194,2137,-50
empty_01,empty,RX01,42.805485,2138,-50
empty_01,empty,RX01,42.827695,2139,-50
empty_01,empty,RX01,42.844643,2140,-50
empty_01,empty,RX01,42.864178,2141,-50
empty_01,empty,RX01,42.884936,2142,-50
empty_01,empty,RX01,42.904178,2143,-50
empty_01,empty,RX01,42.924186,2144,-50
empty_01,empty,RX01,42.946714,2145,-50
empty_01,empty,RX01,42.966115,2146,-50
empty_01,empty,RX01,42.98446,2147,-50
empty_01,empty,RX01,43.005628,2148,-50
empty_01,empty,RX01,43.025014,2149,-50
empty_01,empty,RX01,43.047709,2150,-49
empty_01,empty,RX01,43.065472,2151,-50
empty_01,empty,RX01,43.084476,2152,-49
empty_01,empty,RX01,43.104178,2153,-50
empty_01,empty,RX01,43.126075,2154,-50
empty_01,empty,RX01,43.144162,2155,-50
empty_01,empty,RX01,43.166917,2156,-50
empty_01,empty,RX01,43.188446,2157,-50
empty_01,empty,RX01,43.204169,2158,-50
empty_01,empty,RX01,43.224345,2159,-50
empty_01,empty,RX01,43.244715,2160,-50
empty_01,empty,RX01,43.266276,2161,-50
empty_01,empty,RX01,43.28418,2162,-50
empty_01,empty,RX01,43.304164,2163,-50
empty_01,empty,RX01,43.324284,2164,-50
empty_01,empty,RX01,43.345196,2165,-50
empty_01,empty,RX01,43.369275,2166,-50
empty_01,empty,RX01,43.393249,2167,-50
empty_01,empty,RX01,43.404183,2168,-50
empty_01,empty,RX01,43.424168,2169,-50
empty_01,empty,RX01,43.44444,2170,-50
empty_01,empty,RX01,43.469084,2171,-50
empty_01,empty,RX01,43.485937,2172,-50
empty_01,empty,RX01,43.504182,2173,-50
empty_01,empty,RX01,43.524183,2174,-50
empty_01,empty,RX01,43.544467,2175,-50
empty_01,empty,RX01,43.564694,2176,-50
empty_01,empty,RX01,43.585679,2177,-50
empty_01,empty,RX01,43.606014,2178,-50
empty_01,empty,RX01,43.624727,2179,-49
empty_01,empty,RX01,43.646872,2180,-50
empty_01,empty,RX01,43.664261,2181,-50
empty_01,empty,RX01,43.684176,2182,-50
empty_01,empty,RX01,43.704766,2183,-50
empty_01,empty,RX01,43.724152,2184,-50
empty_01,empty,RX01,43.745887,2185,-50
empty_01,empty,RX01,43.765932,2186,-50
empty_01,empty,RX01,43.785334,2187,-50
empty_01,empty,RX01,43.806508,2188,-50
empty_01,empty,RX01,43.824148,2189,-50
empty_01,empty,RX01,43.844162,2190,-50
empty_01,empty,RX01,43.868346,2191,-50
empty_01,empty,RX01,43.887715,2192,-50
empty_01,empty,RX01,43.90416,2193,-50
empty_01,empty,RX01,43.924167,2194,-50
empty_01,empty,RX01,43.945092,2195,-50
empty_01,empty,RX01,43.964253,2196,-50
empty_01,empty,RX01,43.986491,2197,-50
empty_01,empty,RX01,44.007664,2198,-50
empty_01,empty,RX01,44.024123,2199,-50
empty_01,empty,RX01,44.046901,2200,-50
empty_01,empty,RX01,44.064134,2201,-50
empty_01,empty,RX01,44.085762,2202,-50
empty_01,empty,RX01,44.104307,2203,-50
empty_01,empty,RX01,44.124131,2204,-50
empty_01,empty,RX01,44.144274,2205,-50
empty_01,empty,RX01,44.164131,2206,-50
empty_01,empty,RX01,44.185347,2207,-50
empty_01,empty,RX01,44.205084,2208,-50
empty_01,empty,RX01,44.224905,2209,-50
empty_01,empty,RX01,44.244138,2210,-50
empty_01,empty,RX01,44.267033,2211,-50
empty_01,empty,RX01,44.287754,2212,-50
empty_01,empty,RX01,44.304123,2213,-50
empty_01,empty,RX01,44.327283,2214,-50
empty_01,empty,RX01,44.34454,2215,-50
empty_01,empty,RX01,44.366404,2216,-50
empty_01,empty,RX01,44.390182,2217,-50
empty_01,empty,RX01,44.406066,2218,-50
empty_01,empty,RX01,44.425952,2219,-50
empty_01,empty,RX01,44.446457,2220,-50
empty_01,empty,RX01,44.466062,2221,-50
empty_01,empty,RX01,44.485175,2222,-50
empty_01,empty,RX01,44.504202,2223,-50
empty_01,empty,RX01,44.524116,2224,-50
empty_01,empty,RX01,44.544115,2225,-50
empty_01,empty,RX01,44.564131,2226,-50
empty_01,empty,RX01,44.585144,2227,-50
empty_01,empty,RX01,44.604517,2228,-50
empty_01,empty,RX01,44.624127,2229,-50
empty_01,empty,RX01,44.644118,2230,-50
empty_01,empty,RX01,44.664121,2231,-50
empty_01,empty,RX01,44.686127,2232,-50
empty_01,empty,RX01,44.704123,2233,-50
empty_01,empty,RX01,44.724423,2234,-50
empty_01,empty,RX01,44.74644,2235,-49
empty_01,empty,RX01,44.764112,2236,-50
empty_01,empty,RX01,44.78411,2237,-50
empty_01,empty,RX01,44.804127,2238,-50
empty_01,empty,RX01,44.827669,2239,-50
empty_01,empty,RX01,44.844108,2240,-50
empty_01,empty,RX01,44.866135,2241,-50
empty_01,empty,RX01,44.884131,2242,-50
empty_01,empty,RX01,44.904367,2243,-50
empty_01,empty,RX01,44.924121,2244,-50
empty_01,empty,RX01,44.944093,2245,-50
empty_01,empty,RX01,44.964681,2246,-50
empty_01,empty,RX01,44.986727,2247,-50
empty_01,empty,RX01,45.005961,2248,-50
empty_01,empty,RX01,45.024564,2249,-50
empty_01,empty,RX01,45.044145,2250,-50
empty_01,empty,RX01,45.065099,2251,-50
empty_01,empty,RX01,45.086132,2252,-50
empty_01,empty,RX01,45.106985,2253,-50
empty_01,empty,RX01,45.127171,2254,-50
empty_01,empty,RX01,45.1465,2255,-50
empty_01,empty,RX01,45.164135,2256,-50
empty_01,empty,RX01,45.184899,2257,-50
empty_01,empty,RX01,45.209404,2258,-50
empty_01,empty,RX01,45.226715,2259,-50
empty_01,empty,RX01,45.245114,2260,-50
empty_01,empty,RX01,45.264084,2261,-50
empty_01,empty,RX01,45.285282,2262,-50
empty_01,empty,RX01,45.328704,2264,-50
empty_01,empty,RX01,45.351288,2265,-50
empty_01,empty,RX01,45.365556,2266,-49
empty_01,empty,RX01,45.384082,2267,-50
empty_01,empty,RX01,45.404342,2268,-50
empty_01,empty,RX01,45.424073,2269,-50
empty_01,empty,RX01,45.453709,2270,-50
empty_01,empty,RX01,45.464075,2271,-50
empty_01,empty,RX01,45.486914,2272,-50
empty_01,empty,RX01,45.506937,2273,-50
empty_01,empty,RX01,45.527031,2274,-50
empty_01,empty,RX01,45.546774,2275,-50
empty_01,empty,RX01,45.564114,2276,-50
empty_01,empty,RX01,45.584074,2277,-50
empty_01,empty,RX01,45.609149,2278,-50
empty_01,empty,RX01,45.624088,2279,-50
empty_01,empty,RX01,45.646029,2280,-50
empty_01,empty,RX01,45.664082,2281,-50
empty_01,empty,RX01,45.6841,2282,-50
empty_01,empty,RX01,45.704094,2283,-50
empty_01,empty,RX01,45.724796,2284,-50
empty_01,empty,RX01,45.748442,2285,-50
empty_01,empty,RX01,45.765167,2286,-50
empty_01,empty,RX01,45.784086,2287,-50
empty_01,empty,RX01,45.80671,2288,-50
empty_01,empty,RX01,45.844092,2290,-50
empty_01,empty,RX01,45.864893,2291,-50
empty_01,empty,RX01,45.884659,2292,-50
empty_01,empty,RX01,45.904088,2293,-50
empty_01,empty,RX01,45.924089,2294,-50
empty_01,empty,RX01,45.945561,2295,-50
empty_01,empty,RX01,45.965701,2296,-50
empty_01,empty,RX01,45.984077,2297,-50
empty_01,empty,RX01,46.004454,2298,-50
empty_01,empty,RX01,46.030714,2299,-49
empty_01,empty,RX01,46.044089,2300,-50
empty_01,empty,RX01,46.064065,2301,-50
empty_01,empty,RX01,46.08416,2302,-50
empty_01,empty,RX01,46.106858,2303,-50
empty_01,empty,RX01,46.124074,2304,-50
empty_01,empty,RX01,46.144077,2305,-50
empty_01,empty,RX01,46.164696,2306,-50
empty_01,empty,RX01,46.184768,2307,-49
empty_01,empty,RX01,46.209245,2308,-50
empty_01,empty,RX01,46.224065,2309,-50
empty_01,empty,RX01,46.245587,2310,-50
empty_01,empty,RX01,46.268,2311,-50
empty_01,empty,RX01,46.284059,2312,-50
empty_01,empty,RX01,46.311659,2313,-50
empty_01,empty,RX01,46.32451,2314,-50
empty_01,empty,RX01,46.345342,2315,-50
empty_01,empty,RX01,46.364069,2316,-50
empty_01,empty,RX01,46.384055,2317,-50
empty_01,empty,RX01,46.404071,2318,-50
empty_01,empty,RX01,46.428356,2319,-50
empty_01,empty,RX01,46.444049,2320,-50
empty_01,empty,RX01,46.465244,2321,-50
empty_01,empty,RX01,46.484061,2322,-50
empty_01,empty,RX01,46.504061,2323,-50
empty_01,empty,RX01,46.524084,2324,-50
empty_01,empty,RX01,46.546446,2325,-50
empty_01,empty,RX01,46.567665,2326,-50
empty_01,empty,RX01,46.584049,2327,-50
empty_01,empty,RX01,46.60418,2328,-50
empty_01,empty,RX01,46.62553,2329,-50
empty_01,empty,RX01,46.646939,2330,-50
empty_01,empty,RX01,46.664064,2331,-50
empty_01,empty,RX01,46.684048,2332,-50
empty_01,empty,RX01,46.70405,2333,-50
empty_01,empty,RX01,46.724065,2334,-50
empty_01,empty,RX01,46.745397,2335,-50
empty_01,empty,RX01,46.764403,2336,-50
empty_01,empty,RX01,46.784917,2337,-50
empty_01,empty,RX01,46.805907,2338,-50
empty_01,empty,RX01,46.824974,2339,-50
empty_01,empty,RX01,46.84629,2340,-50
empty_01,empty,RX01,46.866597,2341,-50
empty_01,empty,RX01,46.884048,2342,-50
empty_01,empty,RX01,46.904034,2343,-50
empty_01,empty,RX01,46.925756,2344,-50
empty_01,empty,RX01,46.965704,2346,-50
empty_01,empty,RX01,46.989704,2347,-49
empty_01,empty,RX01,47.004039,2348,-50
empty_01,empty,RX01,47.026058,2349,-50
empty_01,empty,RX01,47.044037,2350,-50
empty_01,empty,RX01,47.066379,2351,-50
empty_01,empty,RX01,47.084154,2352,-50
empty_01,empty,RX01,47.104035,2353,-49
empty_01,empty,RX01,47.128461,2354,-50
empty_01,empty,RX01,47.144822,2355,-50
empty_01,empty,RX01,47.164538,2356,-50
empty_01,empty,RX01,47.186697,2357,-50
empty_01,empty,RX01,47.204047,2358,-50
empty_01,empty,RX01,47.225785,2359,-50
empty_01,empty,RX01,47.247157,2360,-50
empty_01,empty,RX01,47.264091,2361,-50
empty_01,empty,RX01,47.284433,2362,-50
empty_01,empty,RX01,47.30403,2363,-50
empty_01,empty,RX01,47.324927,2364,-50
empty_01,empty,RX01,47.344021,2365,-50
empty_01,empty,RX01,47.365363,2366,-50
empty_01,empty,RX01,47.386838,2367,-50
empty_01,empty,RX01,47.404039,2368,-50
empty_01,empty,RX01,47.42401,2369,-50
empty_01,empty,RX01,47.445848,2370,-50
empty_01,empty,RX01,47.465754,2371,-50
empty_01,empty,RX01,47.489236,2372,-49
empty_01,empty,RX01,47.504007,2373,-49
empty_01,empty,RX01,47.527928,2374,-50
empty_01,empty,RX01,47.548902,2375,-50
empty_01,empty,RX01,47.566433,2376,-50
empty_01,empty,RX01,47.584142,2377,-50
empty_01,empty,RX01,47.604161,2378,-50
empty_01,empty,RX01,47.625113,2379,-50
empty_01,empty,RX01,47.644024,2380,-50
empty_01,empty,RX01,47.668836,2381,-50
empty_01,empty,RX01,47.694033,2382,-50
empty_01,empty,RX01,47.706509,2383,-49
empty_01,empty,RX01,47.724418,2384,-50
empty_01,empty,RX01,47.74525,2385,-50
empty_01,empty,RX01,47.767903,2386,-50
empty_01,empty,RX01,47.783998,2387,-50
empty_01,empty,RX01,47.804143,2388,-50
empty_01,empty,RX01,47.824017,2389,-50
empty_01,empty,RX01,47.847652,2390,-50
empty_01,empty,RX01,47.870289,2391,-50
empty_01,empty,RX01,47.884025,2392,-50
empty_01,empty,RX01,47.906404,2393,-50
empty_01,empty,RX01,47.925589,2394,-50
empty_01,empty,RX01,47.950039,2395,-50
empty_01,empty,RX01,47.964011,2396,-49
empty_01,empty,RX01,47.983988,2397,-50
empty_01,empty,RX01,48.007085,2398,-50
empty_01,empty,RX01,48.023982,2399,-50
empty_01,empty,RX01,48.052453,2400,-50
empty_01,empty,RX01,48.065318,2401,-49
empty_01,empty,RX01,48.086162,2402,-50
empty_01,empty,RX01,48.10398,2403,-50
empty_01,empty,RX01,48.124007,2404,-50
empty_01,empty,RX01,48.147198,2405,-50
empty_01,empty,RX01,48.16775,2406,-50
empty_01,empty,RX01,48.184009,2407,-50
empty_01,empty,RX01,48.206051,2408,-50
empty_01,empty,RX01,48.223982,2409,-50
empty_01,empty,RX01,48.243998,2410,-50
empty_01,empty,RX01,48.266312,2411,-50
empty_01,empty,RX01,48.287907,2412,-50
empty_01,empty,RX01,48.308446,2413,-50
empty_01,empty,RX01,48.323994,2414,-50
empty_01,empty,RX01,48.343966,2415,-50
empty_01,empty,RX01,48.366342,2416,-50
empty_01,empty,RX01,48.384128,2417,-50
